"","record_id","month","day","year","plot_id","species_id","sex","hindfoot_length","weight","genus","species","taxa","plot_type"
"294",18291,1,12,1991,3,"DM","M",35,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"295",18715,5,14,1991,3,"DM","F",36,46,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"296",22418,6,28,1995,3,"DM","F",36,40,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"297",25386,3,16,1997,3,"DM","M",35,46,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"298",33117,11,18,2001,3,"DM","M",36,52,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"299",33646,3,14,2002,3,"DM","F",36,50,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"300",34290,6,16,2002,3,"DM","F",36,44,"Dipodomys","merriami","Rodent","Long-term Krat Exclosure"
"301",1380,10,8,1978,3,"PF","F",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"302",2533,2,25,1980,3,"PF","M",14,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"303",2990,5,18,1980,3,"PF","F",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"304",3558,12,15,1980,3,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"305",5021,11,23,1981,3,"PF","F",16,6,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"306",5988,6,28,1982,3,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"307",6485,8,16,1982,3,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"308",7421,2,27,1983,3,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"309",7769,4,17,1983,3,"PF","M",17,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"310",8102,7,16,1983,3,"PF","M",16,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"311",17452,4,26,1990,3,"PF","M",16,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"312",17797,8,17,1990,3,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"313",19977,5,3,1992,3,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"314",23804,4,15,1996,3,"PF","M",15,8,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"315",25632,4,13,1997,3,"PF","M",15,9,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"316",33123,11,18,2001,3,"PF","M",15,7,"Perognathus","flavus","Rodent","Long-term Krat Exclosure"
"317",5386,2,23,1982,3,"PE","F",20,19,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"318",9864,1,20,1985,3,"PE","M",18,16,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"319",13751,11,22,1987,3,"PE","F",21,23,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"320",14413,4,19,1988,3,"PE","M",20,23,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"321",15809,3,14,1989,3,"PE","F",21,28,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"322",19475,12,8,1991,3,"PE","F",20,22,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"323",23604,3,24,1996,3,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"324",31560,11,26,2000,3,"PE","M",21,20,"Peromyscus","eremicus","Rodent","Long-term Krat Exclosure"
"325",241,9,13,1977,3,"DS",NA,NA,NA,"Dipodomys","spectabilis","Rodent","Long-term Krat Exclosure"
"326",3016,5,25,1980,3,"DS","F",52,125,"Dipodomys","spectabilis","Rodent","Long-term Krat Exclosure"
"327",217,9,13,1977,3,"PP","F",19,15,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"328",8216,8,16,1983,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"329",9357,7,4,1984,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"330",10512,6,16,1985,3,"PP","M",22,19,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"331",10828,9,22,1985,3,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"332",11590,6,5,1986,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"333",11785,8,10,1986,3,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"334",12963,7,1,1987,3,"PP","F",23,24,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"335",13280,8,26,1987,3,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"336",14412,4,19,1988,3,"PP","M",22,21,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"337",14716,7,15,1988,3,"PP","F",24,22,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"338",14850,8,10,1988,3,"PP","M",22,11,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"339",16388,7,30,1989,3,"PP","F",23,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"340",17644,6,22,1990,3,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"341",18725,5,14,1991,3,"PP","F",21,28,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"342",19050,9,10,1991,3,"PP","F",24,19,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"343",19695,2,7,1992,3,"PP","M",22,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"344",20117,7,4,1992,3,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"345",20299,8,30,1992,3,"PP",NA,NA,NA,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"346",20867,5,23,1993,3,"PP","M",26,22,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"347",21133,9,17,1993,3,"PP","F",NA,NA,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"348",21732,8,18,1994,3,"PP","M",22,11,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"349",21859,10,13,1994,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"350",22408,6,28,1995,3,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"351",22585,8,27,1995,3,"PP","F",23,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"352",22633,8,27,1995,3,"PP","F",22,11,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"353",22743,9,24,1995,3,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"354",22786,9,24,1995,3,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"355",22943,10,29,1995,3,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"356",22988,10,29,1995,3,"PP","F",21,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"357",23410,2,25,1996,3,"PP","F",21,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"358",23746,4,15,1996,3,"PP","M",24,25,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"359",23877,4,15,1996,3,"PP","M",21,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"360",24142,6,14,1996,3,"PP","M",24,22,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"361",24347,8,15,1996,3,"PP","M",24,19,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"362",24494,9,22,1996,3,"PP","F",20,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"363",25327,3,16,1997,3,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"364",25890,5,11,1997,3,"PP","M",23,23,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"365",26484,7,9,1997,3,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"366",27989,5,29,1998,3,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"367",28406,8,23,1998,3,"PP","F",21,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"368",30001,11,7,1999,3,"PP","M",22,15,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"369",32256,7,22,2001,3,"PP","F",22,17,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"370",32696,9,23,2001,3,"PP","F",22,14,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"371",34052,5,16,2002,3,"PP","M",23,21,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"372",34298,6,16,2002,3,"PP","F",22,16,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"373",34736,9,10,2002,3,"PP","F",22,18,"Chaetodipus","penicillatus","Rodent","Long-term Krat Exclosure"
"374",14406,4,19,1988,3,"SH","F",30,103,"Sigmodon","hispidus","Rodent","Long-term Krat Exclosure"
"375",15834,3,14,1989,3,"SH","M",31,88,"Sigmodon","hispidus","Rodent","Long-term Krat Exclosure"
"376",16167,6,4,1989,3,"SH","F",29,60,"Sigmodon","hispidus","Rodent","Long-term Krat Exclosure"
"377",17170,2,25,1990,3,"SH","M",30,80,"Sigmodon","hispidus","Rodent","Long-term Krat Exclosure"
"378",599,2,18,1978,3,"OT","F",15,23,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"379",1585,1,29,1979,3,"OT","F",NA,27,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"380",5969,5,22,1982,3,"OT","F",19,24,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"381",11424,4,13,1986,3,"OT","M",19,15,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"382",13753,11,22,1987,3,"OT","F",21,24,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"383",15251,12,14,1988,3,"OT","F",20,22,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"384",16370,7,30,1989,3,"OT","F",20,27,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"385",17173,2,25,1990,3,"OT","F",21,23,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"386",18123,12,16,1990,3,"OT","F",21,20,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"387",18719,5,14,1991,3,"OT","F",19,11,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"388",20153,7,4,1992,3,"OT","M",20,16,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"389",24506,9,22,1996,3,"OT","F",20,19,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"390",25075,2,9,1997,3,"OT","M",20,23,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"391",26006,6,9,1997,3,"OT","M",20,21,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"392",28736,10,25,1998,3,"OT","F",20,24,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"393",29903,10,10,1999,3,"OT","M",21,14,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"394",31556,11,26,2000,3,"OT","M",19,25,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"395",32693,9,23,2001,3,"OT","M",20,21,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"396",33120,11,18,2001,3,"OT","F",21,22,"Onychomys","torridus","Rodent","Long-term Krat Exclosure"
"397",292,10,17,1977,3,"DO","F",36,33,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"398",23333,1,28,1996,3,"DO","F",34,49,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"399",23770,4,15,1996,3,"DO","M",37,50,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"400",24236,7,21,1996,3,"DO","F",35,49,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"401",24884,12,19,1996,3,"DO","F",36,58,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"402",25385,3,16,1997,3,"DO","F",35,48,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"403",25945,6,9,1997,3,"DO","M",35,48,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"404",26928,9,28,1997,3,"DO","M",36,46,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"405",27541,2,1,1998,3,"DO","M",35,41,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"406",33434,2,9,2002,3,"DO","F",36,53,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"407",34065,5,16,2002,3,"DO","M",36,32,"Dipodomys","ordii","Rodent","Long-term Krat Exclosure"
"408",14420,4,19,1988,3,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Long-term Krat Exclosure"
"409",24764,11,17,1996,3,"SS",NA,NA,NA,"Spermophilus","spilosoma","Rodent","Long-term Krat Exclosure"
"410",1952,7,26,1979,3,"OL","M",20,35,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"411",6144,7,25,1982,3,"OL","M",NA,36,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"412",8342,9,11,1983,3,"OL","M",20,32,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"413",9284,5,28,1984,3,"OL","M",20,39,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"414",9706,10,21,1984,3,"OL","F",20,16,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"415",11860,9,7,1986,3,"OL","F",20,26,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"416",18605,4,21,1991,3,"OL","F",19,26,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"417",23087,12,3,1995,3,"OL","F",20,24,"Onychomys","leucogaster","Rodent","Long-term Krat Exclosure"
"418",2537,3,9,1980,3,"RM","M",NA,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"419",5160,1,1,1982,3,"RM","F",16,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"420",5424,2,23,1982,3,"RM","M",16,7,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"421",5676,3,30,1982,3,"RM","M",15,6,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"422",7247,1,13,1983,3,"RM","M",15,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"423",10000,2,17,1985,3,"RM","M",15,5,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"424",12118,12,15,1986,3,"RM","M",16,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"425",12700,4,26,1987,3,"RM","F",15,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"426",13641,10,25,1987,3,"RM","M",18,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"427",14140,2,22,1988,3,"RM","M",16,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"428",14612,6,12,1988,3,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"429",15427,1,11,1989,3,"RM","M",17,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"430",15825,3,14,1989,3,"RM","M",17,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"431",16064,5,11,1989,3,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"432",16317,7,4,1989,3,"RM","F",NA,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"433",16706,11,5,1989,3,"RM","M",17,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"434",17071,1,30,1990,3,"RM","F",17,10,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"435",17463,4,26,1990,3,"RM","F",16,8,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"436",17791,8,17,1990,3,"RM","F",15,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"437",18411,2,17,1991,3,"RM","F",16,13,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"438",19493,12,8,1991,3,"RM","M",15,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"439",20150,7,4,1992,3,"RM","F",16,9,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"440",20742,3,18,1993,3,"RM","F",18,12,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"441",21456,3,12,1994,3,"RM","M",NA,8,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"442",21980,12,5,1994,3,"RM","F",16,16,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"443",25055,2,9,1997,3,"RM","M",18,11,"Reithrodontomys","megalotis","Rodent","Long-term Krat Exclosure"
"444",27629,3,2,1998,3,"SA",NA,NA,NA,"Sylvilagus","audubonii","Rabbit","Long-term Krat Exclosure"
"445",12162,12,15,1986,3,"PM","F",20,23,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
"446",12452,3,2,1987,3,"PM","F",20,27,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
"447",13618,10,25,1987,3,"PM","F",21,27,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
"448",23195,12,22,1995,3,"PM","M",21,24,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
"449",33436,2,9,2002,3,"PM","M",20,19,"Peromyscus","maniculatus","Rodent","Long-term Krat Exclosure"
"450",13328,8,26,1987,3,"AB",NA,NA,NA,"Amphispiza","bilineata","Bird","Long-term Krat Exclosure"
"451",3320,9,8,1980,3,"CM",NA,NA,NA,"Calamospiza","melanocorys","Bird","Long-term Krat Exclosure"
"452",17199,2,25,1990,3,"PC",NA,NA,NA,"Pipilo","chlorurus","Bird","Long-term Krat Exclosure"
"453",17935,10,16,1990,3,"BA","F",13,8,"Baiomys","taylori","Rodent","Long-term Krat Exclosure"
"454",19144,10,11,1991,3,"BA",NA,NA,NA,"Baiomys","taylori","Rodent","Long-term Krat Exclosure"
"455",20688,2,26,1993,3,"SF","F",26,61,"Sigmodon","fulviventer","Rodent","Long-term Krat Exclosure"
"456",19699,2,7,1992,3,"SO","M",26,49,"Sigmodon","ochrognathus","Rodent","Long-term Krat Exclosure"
"457",20047,5,31,1992,3,"SO","M",26,54,"Sigmodon","ochrognathus","Rodent","Long-term Krat Exclosure"
"458",32708,9,23,2001,3,"PI","M",23,17,"Chaetodipus","intermedius","Rodent","Long-term Krat Exclosure"
"459",25309,3,16,1997,3,"PB","M",27,34,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"460",26305,7,9,1997,3,"PB","M",26,21,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"461",26913,9,28,1997,3,"PB","F",27,29,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"462",27496,2,1,1998,3,"PB","F",26,37,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"463",28120,6,28,1998,3,"PB","F",24,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"464",28259,7,19,1998,3,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"465",28410,8,23,1998,3,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"466",28566,9,20,1998,3,"PB","M",26,30,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"467",28737,10,25,1998,3,"PB","M",26,37,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"468",28865,11,22,1998,3,"PB","F",27,26,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"469",28976,12,23,1998,3,"PB","M",25,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"470",29097,1,17,1999,3,"PB","F",26,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"471",29373,3,15,1999,3,"PB","M",26,27,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"472",29499,4,18,1999,3,"PB","M",26,37,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"473",29632,5,16,1999,3,"PB","M",25,19,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"474",29772,6,13,1999,3,"PB","F",26,21,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"475",29902,10,10,1999,3,"PB","M",26,24,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"476",30115,12,6,1999,3,"PB","F",26,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"477",30360,2,6,2000,3,"PB","F",27,38,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"478",30716,4,31,2000,3,"PB","F",24,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"479",30808,6,4,2000,3,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"480",30989,7,2,2000,3,"PB","M",26,32,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"481",31160,7,22,2000,3,"PB","M",26,28,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"482",31179,7,23,2000,3,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"483",31444,9,31,2000,3,"PB","M",25,29,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"484",31562,11,26,2000,3,"PB","M",27,32,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"485",31752,1,22,2001,3,"PB","F",25,30,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"486",32090,5,27,2001,3,"PB","M",28,30,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"487",32262,7,22,2001,3,"PB","F",27,27,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"488",32697,9,23,2001,3,"PB","M",27,35,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"489",32894,10,14,2001,3,"PB","F",27,32,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"490",33115,11,18,2001,3,"PB","F",26,29,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"491",33416,2,9,2002,3,"PB","M",26,44,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"492",33643,3,14,2002,3,"PB","F",26,32,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"493",33854,4,17,2002,3,"PB","M",26,39,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"494",34056,5,16,2002,3,"PB","F",25,18,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"495",34534,7,14,2002,3,"PB","F",26,34,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"496",34867,10,6,2002,3,"PB","M",27,40,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"497",34878,10,6,2002,3,"PB","M",27,44,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"498",35108,11,10,2002,3,"PB","F",26,33,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"499",35288,12,8,2002,3,"PB","F",27,36,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"500",35491,12,31,2002,3,"PB","M",26,46,"Chaetodipus","baileyi","Rodent","Long-term Krat Exclosure"
"501",121,8,21,1977,15,"NL",NA,NA,NA,"Neotoma","albigula","Rodent","Long-term Krat Exclosure"
